[00:03:28] [Server thread/WARN]: Fetching packet for removed entity class_1542['Coal'/560628, l='ServerLevel[world]', x=-212.32, y=16.38, z=296.49]
[13:15:24] [Server thread/INFO]: <EDGW> wuhao are you busy?
[13:15:33] [Server thread/INFO]: <EDGW> can you help me?
[13:15:36] [Server thread/INFO]: <wuhao> yes
[13:15:48] [Server thread/INFO]: <EDGW> That's good
[13:15:53] [Server thread/INFO]: <EDGW> 你会铺路基吗
[13:15:56] [Server thread/INFO]: <wuhao> where
[13:16:02] [Server thread/INFO]: <EDGW> wait a minute
[13:17:09] [Server thread/INFO]: <EDGW> 你会铺路基吗
[13:17:20] [Server thread/INFO]: <EDGW> 如果不会你就把树林烧了
[13:17:28] [Server thread/INFO]: <wuhao> 烧
[13:18:10] [Server thread/INFO]: <EDGW> 一直烧 烧完了过了沼泽黑森林继续烧 直到看不到树林为止
[13:18:52] [Server thread/INFO]: wuhao experienced kinetic energy
[13:18:55] [Server thread/INFO]: <EDGW> .
[13:29:34] [Server thread/INFO]: <EDGW> wuhao
[13:29:37] [Server thread/INFO]: <EDGW> 有吃的吗
[13:29:45] [Server thread/INFO]: <wuhao> 来了
[13:31:40] [Server thread/INFO]: Plants352039[/101.132.153.204:48767] logged in with entity id 917474 at (-1169.6229688163953, 65.0, -124.69999998807909)
[13:31:40] [Server thread/INFO]: Plants352039 joined the game
[13:31:40] [Netty Epoll Server IO #2/WARN]: Received invalid identifier in minecraft:register: legacy:fml|hs (Non [a-z0-9/._-] character in path of location: legacy:fml|hs)
[13:34:59] [Server thread/WARN]: Mismatch in destroy block pos: class_2338{x=-1207, y=64, z=-148} class_2338{x=-1206, y=64, z=-148}
[13:34:59] [Server thread/WARN]: Mismatch in destroy block pos: class_2338{x=-1207, y=64, z=-148} class_2338{x=-1206, y=64, z=-148}
[13:39:34] [Server thread/INFO]: <EDGW> 离刷怪塔仅剩590m
[13:39:39] [Server thread/INFO]: <Plants352039> ?
[13:39:49] [Server thread/INFO]: <EDGW> 铁路3号线的进展
[13:40:22] [Server thread/INFO]: <Plants352039> （我还在“愚公移山”）
[13:40:25] [Server thread/INFO]: <EDGW> .
[13:45:26] [Server thread/INFO]: <EDGW> 前方将有跨海大桥 cccc
[13:45:39] [Server thread/INFO]: <Plants352039> EDGW
[13:45:41] [Server thread/INFO]: <Plants352039> here
[13:45:42] [Server thread/INFO]: <EDGW> ?
[13:47:40] [Server thread/INFO]: <Plants352039> 掉帧好厉害
[13:48:15] [Server thread/INFO]: <EDGW> help me
[13:48:22] [Server thread/INFO]: <EDGW> 铺路基
[13:48:38] [Server thread/INFO]: <Plants352039> me?
[13:51:04] [Server thread/INFO]: Player shuijiao is already logged on
[14:01:38] [Server thread/INFO]: Plants352039 lost connection: Disconnected
[14:01:38] [Server thread/INFO]: Plants352039 left the game
[14:07:02] [Server thread/INFO]: <MAX_ShouWang> @2738345462 已拆除请查收
[14:08:24] [Server thread/INFO]: ThreadedAnvilChunkStorage (world): All chunks are saved
[14:08:24] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 2202ms or 44 ticks behind
[14:08:24] [Thread-1680/INFO]: Creating render-task for map: world
[14:08:24] [Thread-1680/INFO]: Collecting chunks...
[14:08:24] [Thread-1680/INFO]: 484 chunks found!
[14:08:24] [Thread-1680/INFO]: Collecting tiles...
[14:08:24] [Thread-1680/INFO]: 146 tiles found! Task created.
[14:08:24] [Thread-1680/INFO]: All render tasks created! Use /bluemap to view the progress!
[14:08:47] [Server thread/INFO]: <EDGW> 好吧
[14:11:01] [Server thread/INFO]: <MAX_ShouWang> ppk
[14:11:23] [Server thread/INFO]: <MAX_ShouWang> 沙子在哪拿
[14:12:07] [Server thread/INFO]: <EDGW> 4号线正在进行最后检查&灯光
[14:14:04] [Server thread/INFO]: <MAX_ShouWang> 我不会用轰炸机。。。
[14:14:23] [Server thread/INFO]: <MAX_ShouWang> 还有刷沙机在哪
[14:14:36] [Server thread/INFO]: <MAX_ShouWang> ...
[14:14:56] [Server thread/INFO]: EDGW was slain by Enderman
[14:15:01] [Server thread/INFO]: <EDGW> cnm
[14:15:05] [Server thread/INFO]: <wuhao> .
[14:15:11] [Server thread/INFO]: <MAX_ShouWang> 末地怎么去
[14:15:52] [Server thread/INFO]: <MAX_ShouWang> 你不是说出生点刷沙机有吗
[14:16:03] [Server thread/INFO]: <MAX_ShouWang> 我没看到。。。
[14:16:23] [Server thread/INFO]: EDGW fell from a high place
[14:16:25] [Server thread/INFO]: <MAX_ShouWang> 那里面只有混凝土
[14:16:32] [Server thread/INFO]: <wuhao> ?
[14:16:43] [Server thread/INFO]: <MAX_ShouWang> 可能我瞎了
[14:16:54] [Server thread/INFO]: <MAX_ShouWang> 但是我真没找到
[14:17:47] [Server thread/INFO]: ChengXi123[/101.132.153.204:59951] logged in with entity id 958680 at (-63.12464653264722, 129.0, 61.435030522020625)
[14:17:47] [Server thread/INFO]: ChengXi123 joined the game
[14:17:47] [Netty Epoll Server IO #2/WARN]: Received invalid identifier in minecraft:register: legacy:fml|hs (Non [a-z0-9/._-] character in path of location: legacy:fml|hs)
[14:17:50] [Netty Epoll Server IO #2/WARN]: Player ChengXi123 joined with another carpet version: 1.4.9+v200815
[14:18:54] [Server thread/INFO]: <ChengXi123> 上面很多沙子啊
[14:19:46] [Server thread/INFO]: <MAX_ShouWang> 是的。。。。
[14:19:52] [Server thread/INFO]: <ChengXi123> 要沙子干啥
[14:19:57] [Server thread/INFO]: <MAX_ShouWang> 填岩浆
[14:20:09] [Server thread/INFO]: <ChengXi123> 用粉末吧，粉末多
[14:21:47] [Server thread/INFO]: ChengXi123 lost connection: Disconnected
[14:21:47] [Server thread/INFO]: ChengXi123 left the game
[14:22:41] [Server thread/INFO]: <MAX_ShouWang> 谁有多余的钻镐
[14:23:09] [Server thread/INFO]: EDGW fell from a high place
[14:35:22] [Server thread/INFO]: <EDGW> wc
[14:35:30] [Server thread/INFO]: <EDGW> 鞘翅也能给矿车加速!
[14:35:43] [Server thread/INFO]: <wuhao> ？？？
[14:35:47] [Server thread/INFO]: <EDGW> 烟花
[14:35:47] [Server thread/INFO]: <MAX_ShouWang> ???
[14:35:55] [Server thread/INFO]: <EDGW> 做矿车上放烟花
[14:36:01] [Server thread/INFO]: <EDGW> 速度会变快
[14:36:29] [Server thread/INFO]: <EDGW> 我测试的是从5m/s变成11m/s
[14:37:37] [Server thread/INFO]: <MAX_ShouWang> ???
[14:37:55] [Server thread/INFO]: <MAX_ShouWang> 盾牌阻挡不了tnt？
[14:38:34] [Server thread/INFO]: <MAX_ShouWang> 可是我直接一格。。。
[14:41:11] [Server thread/INFO]: <wuhao> edgw where
[14:44:11] [Server thread/INFO]: wuhao lost connection: Disconnected
[14:44:11] [Server thread/INFO]: wuhao left the game
[14:44:28] [Server thread/WARN]: Fetching packet for removed entity class_1542['Cobblestone'/987314, l='ServerLevel[world]', x=-212.51, y=42.66, z=276.50]
[14:44:28] [Server thread/WARN]: Fetching packet for removed entity class_1542['Stone Button'/987315, l='ServerLevel[world]', x=-213.59, y=43.61, z=277.60]
[14:45:49] [Server thread/INFO]: <EDGW> 地铁里
[14:45:52] [Server thread/INFO]: <EDGW> 挂机
[14:48:17] [Server thread/WARN]: Fetching packet for removed entity class_1542['Air'/990942, l='ServerLevel[world]', x=-401.70, y=70.26, z=458.50]
[14:51:04] [Server thread/INFO]: Player shuijiao is already logged on
[14:54:24] [Server thread/WARN]: Fetching packet for removed entity class_1542['Cobblestone'/996656, l='ServerLevel[world]', x=-213.40, y=34.29, z=284.31]
[14:54:24] [Server thread/WARN]: Fetching packet for removed entity class_1542['Stone Button'/996658, l='ServerLevel[world]', x=-213.40, y=36.41, z=285.56]
[14:54:24] [Server thread/WARN]: Fetching packet for removed entity class_1542['Cobblestone'/996659, l='ServerLevel[world]', x=-215.33, y=35.27, z=282.31]
[14:58:14] [Server thread/WARN]: Fetching packet for removed entity class_1542['Air'/1000196, l='ServerLevel[world]', x=-401.70, y=70.26, z=440.50]
[14:59:10] [Server thread/WARN]: Fetching packet for removed entity class_1542['Stone Button'/1001010, l='ServerLevel[world]', x=-213.47, y=22.40, z=288.35]
[14:59:10] [Server thread/WARN]: Fetching packet for removed entity class_1542['Cobblestone'/1001011, l='ServerLevel[world]', x=-216.62, y=22.73, z=287.54]
[15:04:55] [Server thread/INFO]: MAX_ShouWang fell from a high place
[15:05:11] [Server thread/INFO]: <MAX_ShouWang> 我懵了
[15:05:25] [Server thread/INFO]: <MAX_ShouWang> 苦力怕饶后
[15:05:33] [Server thread/INFO]: MAX_ShouWang fell from a high place
[15:08:27] [Server thread/WARN]: Fetching packet for removed entity class_1542['Air'/1010190, l='ServerLevel[world]', x=-401.70, y=70.26, z=438.50]
[15:11:42] [Server thread/INFO]: <MAX_ShouWang> az
[15:12:20] [Server thread/WARN]: Fetching packet for removed entity class_1542['Air'/1013590, l='ServerLevel[world]', x=-305.94, y=70.01, z=362.14]
[15:13:53] [Server thread/INFO]: [MAX_ShouWang: Triggered [config] (set value to 1478966211)]
[15:13:57] [Server thread/INFO]: [MAX_ShouWang: Triggered [config] (set value to 1478966210)]
[15:15:26] [Server thread/INFO]: <EDGW> MAX_ShouWang 你在干啥
[15:15:35] [Server thread/INFO]: <MAX_ShouWang> 炸石头
[15:16:54] [Server thread/INFO]: <EDGW> 可以帮我准备点东西吗
[15:16:59] [Server thread/INFO]: <MAX_ShouWang> ?
[15:17:04] [Server thread/INFO]: <MAX_ShouWang> what
[15:17:11] [Server thread/INFO]: <EDGW> 帮忙准备点水桶
[15:17:48] [Server thread/INFO]: <MAX_ShouWang> 桶？水桶？
[15:17:58] [Server thread/INFO]: <EDGW> 水桶
[15:18:08] [Server thread/INFO]: <MAX_ShouWang> ok
[15:18:09] [Server thread/INFO]: <EDGW> 至少5桶
[15:18:24] [Server thread/INFO]: <EDGW> (还要2组浮冰或者蓝冰)
[15:18:35] [Server thread/INFO]: <EDGW> 一些告示牌
[15:18:41] [Server thread/INFO]: <MAX_ShouWang> az
[15:18:49] [Server thread/INFO]: <EDGW> 一些告示牌
[15:18:50] [Server thread/INFO]: <MAX_ShouWang> 有点多
[15:19:02] [Server thread/INFO]: <EDGW> 我没办法 1组冰吧
[15:19:18] [Server thread/INFO]: <EDGW> 半组灵魂沙
[15:20:19] [Server thread/INFO]: EDGW lost connection: Disconnected
[15:20:19] [Server thread/INFO]: EDGW left the game
[15:20:20] [Server thread/INFO]: EDGW[/101.132.153.204:36941] logged in with entity id 1021449 at (-288.69999998807907, 40.0, 468.3671832895376)
[15:20:20] [Server thread/INFO]: EDGW joined the game
[15:20:20] [Netty Epoll Server IO #6/WARN]: Received invalid identifier in minecraft:register: legacy:fml|hs (Non [a-z0-9/._-] character in path of location: legacy:fml|hs)
[15:20:21] [Netty Epoll Server IO #6/WARN]: Player EDGW joined with another carpet version: 1.4.11+v200910
[15:22:53] [Server thread/INFO]: <EDGW> MAX_ShouWang?
[15:23:05] [Server thread/INFO]: <MAX_ShouWang> 我在准备
[15:23:08] [Server thread/INFO]: <EDGW> o
[15:24:30] [Server thread/INFO]: EDGW lost connection: Disconnected
[15:24:30] [Server thread/INFO]: EDGW left the game
[15:24:31] [Server thread/INFO]: EDGW[/101.132.153.204:43057] logged in with entity id 1026194 at (-293.1415266229365, 38.0, 468.21979968928383)
[15:24:31] [Server thread/INFO]: EDGW joined the game
[15:24:31] [Netty Epoll Server IO #5/WARN]: Received invalid identifier in minecraft:register: legacy:fml|hs (Non [a-z0-9/._-] character in path of location: legacy:fml|hs)
[15:24:32] [Netty Epoll Server IO #5/WARN]: Player EDGW joined with another carpet version: 1.4.11+v200910
[15:26:43] [Server thread/INFO]: EDGW lost connection: Disconnected
[15:26:43] [Server thread/INFO]: EDGW left the game
[15:26:45] [Server thread/INFO]: EDGW[/101.132.153.204:41869] logged in with entity id 1028689 at (-304.28947623910625, 37.0, 467.14728034689267)
[15:26:45] [Server thread/INFO]: EDGW joined the game
[15:26:45] [Netty Epoll Server IO #2/WARN]: Received invalid identifier in minecraft:register: legacy:fml|hs (Non [a-z0-9/._-] character in path of location: legacy:fml|hs)
[15:26:45] [Netty Epoll Server IO #2/WARN]: Player EDGW joined with another carpet version: 1.4.11+v200910
[15:29:23] [Server thread/INFO]: <MAX_ShouWang> 没有蓝冰。。。
[15:29:30] [Server thread/INFO]: <EDGW> 浮冰？
[15:29:42] [Server thread/INFO]: <MAX_ShouWang> 3组
[15:29:50] [Server thread/INFO]: <EDGW> ok 那就不要蓝冰了
[15:30:14] [Server thread/INFO]: <MAX_ShouWang> 你在哪
[15:30:29] [Server thread/INFO]: <EDGW> 100熔炉旁边地铁1号线入口进去
[15:31:22] [Server thread/INFO]: <EDGW> 扔地上
[15:31:39] [Server thread/INFO]: <EDGW> OK
[15:35:40] [Server thread/INFO]: <EDGW> MAX_ShouWang 有沙子吗
[15:35:57] [Server thread/INFO]: <MAX_ShouWang> 出生点有
[15:36:08] [Server thread/INFO]: <EDGW> 帮忙运几组过来谢谢
[15:36:12] [Server thread/INFO]: <MAX_ShouWang> ...
[15:36:21] [Server thread/INFO]: <EDGW> 我离不开
[15:36:36] [Server thread/INFO]: MAX_ShouWang fell from a high place
[15:36:43] [Server thread/INFO]: <MAX_ShouWang> ...
[15:37:40] [Server thread/INFO]: Entity[local] logged in with entity id 1040274 at (-318.5378837348379, 42.0, 465.5377718456877)
[15:37:40] [Server thread/INFO]: Entity joined the game
[15:37:40] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 2149ms or 42 ticks behind
[15:40:24] [Server thread/INFO]: Entity lost connection: Killed
[15:40:24] [Server thread/INFO]: Entity left the game
[15:43:34] [Server thread/INFO]: <EDGW> 我每次到这里就卡爆
[15:43:54] [Server thread/INFO]: <MAX_ShouWang> 沙子给你了
[15:44:10] [Server thread/INFO]: EDGW lost connection: Disconnected
[15:44:10] [Server thread/INFO]: EDGW left the game
[15:45:42] [Server thread/INFO]: <MAX_ShouWang> 哪怕我会点红石。。。
[15:51:03] [Server thread/INFO]: Player shuijiao is already logged on
[15:57:35] [Server thread/INFO]: MAX_ShouWang lost connection: Disconnected
[15:57:35] [Server thread/INFO]: MAX_ShouWang left the game
[16:04:30] [Server thread/INFO]: MAX_ShouWang[/101.132.153.204:54561] logged in with entity id 1054448 at (-152.0486982492057, 63.0, 502.82841852502196)
[16:04:30] [Server thread/INFO]: MAX_ShouWang joined the game
[16:04:30] [Netty Epoll Server IO #4/WARN]: Received invalid identifier in minecraft:register: legacy:fml|hs (Non [a-z0-9/._-] character in path of location: legacy:fml|hs)
[16:04:39] [Server thread/INFO]: MAX_ShouWang lost connection: Disconnected
[16:04:39] [Server thread/INFO]: MAX_ShouWang left the game
[16:04:42] [Server thread/INFO]: MAX_ShouWang[/101.132.153.204:50155] logged in with entity id 1054640 at (-152.0486982492057, 63.0, 502.82841852502196)
[16:04:42] [Server thread/INFO]: MAX_ShouWang joined the game
[16:04:42] [Netty Epoll Server IO #6/WARN]: Received invalid identifier in minecraft:register: legacy:fml|hs (Non [a-z0-9/._-] character in path of location: legacy:fml|hs)
[16:15:17] [Server thread/INFO]: MAX_ShouWang lost connection: Disconnected
[16:15:17] [Server thread/INFO]: MAX_ShouWang left the game
[16:20:21] [Server thread/INFO]: China_mxb[/101.132.153.204:59485] logged in with entity id 1056639 at (-394.3588738308836, 68.9375, 561.3656162798977)
[16:20:21] [Server thread/INFO]: China_mxb joined the game
[16:20:21] [Netty Epoll Server IO #1/WARN]: Received invalid identifier in minecraft:register: legacy:fml|hs (Non [a-z0-9/._-] character in path of location: legacy:fml|hs)
[16:21:54] [Server thread/INFO]: China_mxb lost connection: Disconnected
[16:21:54] [Server thread/INFO]: China_mxb left the game
[16:51:01] [Server thread/INFO]: Player shuijiao is already logged on
[17:51:02] [Server thread/INFO]: Player shuijiao is already logged on
[18:51:04] [Server thread/INFO]: Player shuijiao is already logged on
[19:42:57] [Server thread/INFO]: Disconnecting com.mojang.authlib.GameProfile@4ebf1060[id=55a6ad0a-db47-3e22-a80e-176f80f973a8,name=mcTNT,properties={},legacy=false] (/101.132.153.204:40721): You are not white-listed on this server!
[19:42:57] [Server thread/INFO]: com.mojang.authlib.GameProfile@4ebf1060[id=55a6ad0a-db47-3e22-a80e-176f80f973a8,name=mcTNT,properties={},legacy=false] (/101.132.153.204:40721) lost connection: You are not white-listed on this server!
[19:51:02] [Server thread/INFO]: Player shuijiao is already logged on
[20:51:02] [Server thread/INFO]: Player shuijiao is already logged on
[20:56:09] [Server thread/INFO]: MAX_ShouWang[/101.132.153.204:50517] logged in with entity id 1063460 at (-152.0486982492057, 63.0, 502.82841852502196)
[20:56:09] [Server thread/INFO]: MAX_ShouWang joined the game
[20:56:09] [Netty Epoll Server IO #6/WARN]: Received invalid identifier in minecraft:register: legacy:fml|hs (Non [a-z0-9/._-] character in path of location: legacy:fml|hs)
[20:56:43] [Server thread/INFO]: EDGW[/101.132.153.204:56971] logged in with entity id 1063679 at (-301.65235288094794, 41.0, 471.7316578682888)
[20:56:43] [Server thread/INFO]: EDGW joined the game
[20:56:43] [Netty Epoll Server IO #3/WARN]: Received invalid identifier in minecraft:register: legacy:fml|hs (Non [a-z0-9/._-] character in path of location: legacy:fml|hs)
[20:56:46] [Netty Epoll Server IO #3/WARN]: Player EDGW joined with another carpet version: 1.4.11+v200910
[21:05:18] [Server thread/INFO]: <EDGW> MAX_ShouWang 可以帮忙准备材料吗
[21:05:34] [Server thread/INFO]: <MAX_ShouWang> 说吧
[21:05:48] [Server thread/INFO]: <EDGW> 灵魂沙 红石 活塞 中继器 比较器
[21:06:04] [Server thread/INFO]: China_mxb[/101.132.153.204:44915] logged in with entity id 1073177 at (-376.62689704715234, 69.0, 602.2093857272755)
[21:06:04] [Server thread/INFO]: China_mxb joined the game
[21:06:04] [Netty Epoll Server IO #6/WARN]: Received invalid identifier in minecraft:register: legacy:fml|hs (Non [a-z0-9/._-] character in path of location: legacy:fml|hs)
[21:06:22] [Server thread/INFO]: <MAX_ShouWang> 你有潜影箱不
[21:06:35] [Server thread/INFO]: <EDGW> 没有 你可以去装箱机里拿
[21:06:52] [Server thread/INFO]: <MAX_ShouWang> 空的？
[21:06:55] [Server thread/INFO]: <EDGW> en
[21:07:59] [Server thread/INFO]: <MAX_ShouWang> n哪有
[21:08:09] [Server thread/INFO]: <EDGW> 你没找到?
[21:08:12] [Server thread/INFO]: <MAX_ShouWang> 没看见
[21:08:19] [Server thread/INFO]: <China_mxb> MAX_ShouWang 你nick了？
[21:08:24] [Server thread/INFO]: <MAX_ShouWang> ？
[21:08:28] [Server thread/INFO]: <EDGW> 那就把箱子里的东西倒掉
[21:08:33] [Server thread/INFO]: EDGW experienced kinetic energy
[21:08:35] [Server thread/INFO]: <China_mxb> 你是XiaoKui??
[21:08:38] [Server thread/INFO]: <EDGW> cnm
[21:08:41] [Server thread/INFO]: <MAX_ShouWang> 不是
[21:08:46] [Server thread/INFO]: <China_mxb> az
[21:08:57] [Server thread/INFO]: <China_mxb> 放心 东西刷不掉
[21:09:02] [Server thread/INFO]: <China_mxb> 我在现场
[21:09:10] [Server thread/INFO]: <MAX_ShouWang> ?
[21:09:49] [Server thread/INFO]: <China_mxb> 感受到了动能可还行
[21:12:14] [Server thread/INFO]: <MAX_ShouWang> 要多少
[21:12:32] [Server thread/INFO]: <EDGW> 各5组，灵魂沙1组
[21:12:59] [Server thread/INFO]: <MAX_ShouWang> 我到哪找这么多啊
[21:13:05] [Server thread/INFO]: <EDGW> 不知道 做
[21:13:58] [Server thread/INFO]: <MAX_ShouWang> 那么红石哪里来
[21:14:03] [Server thread/INFO]: <EDGW> 偷
[21:14:06] [Server thread/INFO]: <MAX_ShouWang> ...
[21:14:14] [Server thread/INFO]: <EDGW> 准确的说
[21:14:17] [Server thread/INFO]: <EDGW> 是
[21:14:20] [Server thread/INFO]: <EDGW> 征用
[21:15:09] [Server thread/INFO]: China_mxb lost connection: Disconnected
[21:15:09] [Server thread/INFO]: China_mxb left the game
[21:16:12] [Server thread/INFO]: <EDGW> 灵魂沙先给我
[21:16:30] [Server thread/INFO]: <MAX_ShouWang> 我在算着呢
[21:16:33] [Server thread/INFO]: <EDGW> o
[21:18:28] [Server thread/INFO]: <MAX_ShouWang> 1组灵魂沙 40组红石 20组原石 30组石头 1组铁 1组石英
[21:18:36] [Server thread/INFO]: <MAX_ShouWang> ...好多
[21:19:45] [Server thread/INFO]: <MAX_ShouWang> 啊我卡了
[21:23:17] [Server thread/INFO]: <MAX_ShouWang> 我要是死了记得帮我收尸
[21:23:22] [Server thread/INFO]: <EDGW> o
[21:26:50] [Server thread/INFO]: MAX_ShouWang has completed the challenge [Hot Tourist Destinations]
[21:26:59] [Server thread/INFO]: <MAX_ShouWang> ?
[21:29:18] [Server thread/INFO]: <MAX_ShouWang> 完
[21:29:21] [Server thread/INFO]: <EDGW> ?
[21:29:29] [Server thread/INFO]: <MAX_ShouWang> 我鼠标没电了
[21:29:32] [Server thread/INFO]: <EDGW> .
[21:31:27] [Server thread/INFO]: MAX_ShouWang lost connection: Disconnected
[21:31:27] [Server thread/INFO]: MAX_ShouWang left the game
[21:39:18] [Server thread/INFO]: EDGW lost connection: Disconnected
[21:39:18] [Server thread/INFO]: EDGW left the game
[21:51:02] [Server thread/INFO]: Player shuijiao is already logged on
[21:56:32] [Server thread/INFO]: EDGWA[/101.132.153.204:49597] logged in with entity id 1108209 at (-1445.5, 70.0, 451.5)
[21:56:32] [Server thread/INFO]: EDGWA joined the game
[21:56:32] [Netty Epoll Server IO #0/WARN]: Received invalid identifier in minecraft:register: legacy:fml|hs (Non [a-z0-9/._-] character in path of location: legacy:fml|hs)
[21:57:03] [Server thread/INFO]: EDGWA lost connection: Disconnected
[21:57:03] [Server thread/INFO]: EDGWA left the game
[21:57:07] [Server thread/INFO]: EDGWA[/101.132.153.204:56651] logged in with entity id 1108462 at (-1445.5, 70.0, 451.5)
[21:57:07] [Server thread/INFO]: EDGWA joined the game
[21:57:07] [Netty Epoll Server IO #2/WARN]: Received invalid identifier in minecraft:register: legacy:fml|hs (Non [a-z0-9/._-] character in path of location: legacy:fml|hs)
[21:58:26] [Server thread/INFO]: EDGWA was blown up by Creeper
[22:03:58] [Server thread/INFO]: <EDGWA> 作矿车看小黑眼睛然后小黑居然不追了
[22:06:02] [Server thread/INFO]: EDGWA hit the ground too hard
[22:06:06] [Server thread/INFO]: EDGWA lost connection: Disconnected
[22:06:06] [Server thread/INFO]: EDGWA left the game
[22:16:43] [Server thread/INFO]: MAX_ShouWang[/101.132.153.204:57101] logged in with entity id 1112548 at (44.30000001192093, 61.0, 28.55782571422954)
[22:16:43] [Server thread/INFO]: MAX_ShouWang joined the game
[22:16:43] [Netty Epoll Server IO #2/WARN]: Received invalid identifier in minecraft:register: legacy:fml|hs (Non [a-z0-9/._-] character in path of location: legacy:fml|hs)
[22:17:03] [Server thread/INFO]: <MAX_ShouWang> 要下的
[22:27:06] [Server thread/INFO]: MAX_ShouWang has made the advancement [Sticky Situation]
[22:32:24] [Server thread/INFO]: MAX_ShouWang lost connection: Disconnected
[22:32:24] [Server thread/INFO]: MAX_ShouWang left the game
[22:51:01] [Server thread/INFO]: Player shuijiao is already logged on
[23:51:03] [Server thread/INFO]: Player shuijiao is already logged on
[23:54:50] [Server thread/INFO]: MAX_XiaoKui[/101.132.153.204:51441] logged in with entity id 1126301 at (-217.16606837053666, 105.0, 368.2154608786902)
[23:54:50] [Server thread/INFO]: MAX_XiaoKui joined the game
[23:54:50] [Netty Epoll Server IO #3/WARN]: Received invalid identifier in minecraft:register: legacy:fml|hs (Non [a-z0-9/._-] character in path of location: legacy:fml|hs)
[23:54:51] [Netty Epoll Server IO #3/INFO]: Player MAX_XiaoKui joined with a matching carpet client
